label,pc_agi_ventile,TAX_YR,adjusted25,adjusted_median,adjusted75,age,units
Social Security income,7.0,2004,6.3,9.040000000000001,11.6,59,thousands of dollars
Social Security income,8.0,2004,6.0200000000000005,8.73,11.1,59,thousands of dollars
Social Security income,9.0,2004,6.3,8.98,11.3,59,thousands of dollars
Social Security income,10.0,2004,5.9,9.17,11.0,59,thousands of dollars
Social Security income,11.0,2004,5.97,9.200000000000001,11.3,59,thousands of dollars
Social Security income,12.0,2004,6.2700000000000005,9.17,11.3,59,thousands of dollars
Social Security income,13.0,2004,6.0600000000000005,9.28,11.3,59,thousands of dollars
Social Security income,14.0,2004,6.15,9.41,11.6,59,thousands of dollars
Social Security income,15.0,2004,5.9,9.68,11.700000000000001,59,thousands of dollars
Social Security income,16.0,2004,6.32,9.77,12.0,59,thousands of dollars
Social Security income,17.0,2004,6.54,10.1,12.1,59,thousands of dollars
Social Security income,18.0,2004,6.55,10.1,12.200000000000001,59,thousands of dollars
Social Security income,19.0,2004,6.87,10.5,12.8,59,thousands of dollars
Social Security income,20.0,2004,7.57,11.0,13.200000000000001,59,thousands of dollars
Social Security income,1.0,2005,3.63,5.32,7.03,60,thousands of dollars
Social Security income,2.0,2005,6.08,8.39,10.200000000000001,60,thousands of dollars
Social Security income,3.0,2005,6.15,9.36,12.5,60,thousands of dollars
Social Security income,4.0,2005,6.05,9.0,12.6,60,thousands of dollars
Social Security income,5.0,2005,5.57,8.72,11.700000000000001,60,thousands of dollars
Social Security income,6.0,2005,6.05,8.85,11.6,60,thousands of dollars
Social Security income,7.0,2005,6.22,8.96,11.4,60,thousands of dollars
Social Security income,8.0,2005,5.87,8.68,10.9,60,thousands of dollars
Social Security income,9.0,2005,6.19,9.01,11.3,60,thousands of dollars
Social Security income,10.0,2005,5.75,9.0,11.1,60,thousands of dollars
Social Security income,11.0,2005,6.07,9.26,11.4,60,thousands of dollars
Social Security income,12.0,2005,6.0600000000000005,9.23,11.4,60,thousands of dollars
Social Security income,13.0,2005,6.18,9.370000000000001,11.3,60,thousands of dollars
Social Security income,14.0,2005,6.24,9.51,11.5,60,thousands of dollars
Social Security income,15.0,2005,6.33,9.72,11.700000000000001,60,thousands of dollars
Social Security income,16.0,2005,6.28,9.73,11.8,60,thousands of dollars
Social Security income,17.0,2005,6.17,9.78,11.9,60,thousands of dollars
Social Security income,18.0,2005,6.21,9.950000000000001,12.200000000000001,60,thousands of dollars
Social Security income,19.0,2005,6.74,10.4,12.8,60,thousands of dollars
Social Security income,20.0,2005,7.47,11.0,13.3,60,thousands of dollars
Social Security income,1.0,2006,4.14,5.98,8.85,61,thousands of dollars
Social Security income,2.0,2006,6.28,8.620000000000001,10.4,61,thousands of dollars
Social Security income,3.0,2006,6.49,9.81,12.8,61,thousands of dollars
Social Security income,4.0,2006,6.46,9.43,13.5,61,thousands of dollars
Social Security income,5.0,2006,6.32,9.27,12.700000000000001,61,thousands of dollars
Social Security income,6.0,2006,6.42,9.200000000000001,12.200000000000001,61,thousands of dollars
Social Security income,7.0,2006,6.5200000000000005,9.25,12.1,61,thousands of dollars
Social Security income,8.0,2006,6.47,9.19,11.8,61,thousands of dollars
Social Security income,9.0,2006,6.5,9.290000000000001,12.0,61,thousands of dollars
Social Security income,10.0,2006,6.22,9.540000000000001,12.0,61,thousands of dollars
Social Security income,11.0,2006,6.390000000000001,9.43,11.9,61,thousands of dollars
Social Security income,12.0,2006,6.5600000000000005,9.620000000000001,11.9,61,thousands of dollars
Social Security income,13.0,2006,6.74,9.69,11.8,61,thousands of dollars
Social Security income,14.0,2006,6.54,9.81,12.1,61,thousands of dollars
Social Security income,15.0,2006,6.59,9.96,12.200000000000001,61,thousands of dollars
Social Security income,16.0,2006,7.21,10.200000000000001,12.5,61,thousands of dollars
Social Security income,17.0,2006,6.890000000000001,10.200000000000001,12.4,61,thousands of dollars
Social Security income,18.0,2006,6.62,10.3,12.8,61,thousands of dollars
Social Security income,19.0,2006,6.94,10.8,13.4,61,thousands of dollars
Social Security income,20.0,2006,7.5200000000000005,11.0,13.6,61,thousands of dollars
Social Security income,1.0,2007,3.13,5.86,9.11,62,thousands of dollars
Social Security income,2.0,2007,4.8100000000000005,8.27,10.6,62,thousands of dollars
Social Security income,3.0,2007,4.32,8.67,12.4,62,thousands of dollars
Social Security income,4.0,2007,4.78,8.88,12.9,62,thousands of dollars
Social Security income,5.0,2007,4.63,8.75,12.6,62,thousands of dollars
Social Security income,6.0,2007,4.53,8.64,12.200000000000001,62,thousands of dollars
Social Security income,7.0,2007,4.54,8.68,12.3,62,thousands of dollars
Social Security income,8.0,2007,4.43,8.56,12.0,62,thousands of dollars
Social Security income,9.0,2007,4.29,8.56,12.200000000000001,62,thousands of dollars
Social Security income,10.0,2007,4.12,8.3,12.1,62,thousands of dollars
Social Security income,11.0,2007,4.07,8.45,12.200000000000001,62,thousands of dollars
Social Security income,12.0,2007,4.14,8.620000000000001,12.4,62,thousands of dollars
Social Security income,13.0,2007,3.63,8.36,12.200000000000001,62,thousands of dollars
Social Security income,14.0,2007,4.0200000000000005,8.48,12.4,62,thousands of dollars
Social Security income,15.0,2007,3.49,8.2,12.3,62,thousands of dollars
Social Security income,16.0,2007,3.66,8.67,12.8,62,thousands of dollars
Social Security income,17.0,2007,3.56,8.2,12.700000000000001,62,thousands of dollars
Social Security income,18.0,2007,3.48,8.35,12.8,62,thousands of dollars
Social Security income,19.0,2007,3.96,8.89,13.4,62,thousands of dollars
Social Security income,20.0,2007,4.12,9.56,13.8,62,thousands of dollars
Social Security income,1.0,2008,4.5,6.87,9.83,63,thousands of dollars
Social Security income,2.0,2008,6.13,8.76,10.9,63,thousands of dollars
Social Security income,3.0,2008,6.51,9.78,12.700000000000001,63,thousands of dollars
Social Security income,4.0,2008,6.55,9.99,13.6,63,thousands of dollars
Social Security income,5.0,2008,6.67,10.3,13.8,63,thousands of dollars
Social Security income,6.0,2008,6.93,10.5,14.0,63,thousands of dollars
Social Security income,7.0,2008,6.86,10.5,14.200000000000001,63,thousands of dollars
Social Security income,8.0,2008,6.91,10.700000000000001,14.4,63,thousands of dollars
Social Security income,9.0,2008,6.97,10.5,14.5,63,thousands of dollars
Social Security income,10.0,2008,7.11,10.700000000000001,15.0,63,thousands of dollars
Social Security income,11.0,2008,7.13,10.6,15.0,63,thousands of dollars
Social Security income,12.0,2008,7.4,10.9,15.5,63,thousands of dollars
Social Security income,13.0,2008,7.4,10.6,15.6,63,thousands of dollars
Social Security income,14.0,2008,7.68,10.9,15.9,63,thousands of dollars
Social Security income,15.0,2008,7.24,10.9,16.1,63,thousands of dollars
Social Security income,16.0,2008,7.8100000000000005,11.200000000000001,16.8,63,thousands of dollars
Social Security income,17.0,2008,7.8,11.1,17.1,63,thousands of dollars
Social Security income,18.0,2008,8.17,11.200000000000001,17.400000000000002,63,thousands of dollars
Social Security income,19.0,2008,8.22,11.9,17.7,63,thousands of dollars
Social Security income,20.0,2008,7.72,12.1,16.5,63,thousands of dollars
Social Security income,1.0,2009,4.98,7.6000000000000005,10.8,64,thousands of dollars
Social Security income,2.0,2009,6.53,9.370000000000001,11.700000000000001,64,thousands of dollars
Social Security income,3.0,2009,7.07,10.5,13.6,64,thousands of dollars
Social Security income,4.0,2009,7.36,10.9,14.5,64,thousands of dollars
Social Security income,5.0,2009,7.69,11.5,15.0,64,thousands of dollars
Social Security income,6.0,2009,7.86,11.8,15.200000000000001,64,thousands of dollars
Social Security income,7.0,2009,8.0,12.0,15.5,64,thousands of dollars
Social Security income,8.0,2009,8.040000000000001,12.3,15.8,64,thousands of dollars
Social Security income,9.0,2009,8.26,12.4,16.1,64,thousands of dollars
Social Security income,10.0,2009,8.08,12.5,16.4,64,thousands of dollars
Social Security income,11.0,2009,8.33,12.6,16.6,64,thousands of dollars
Social Security income,12.0,2009,8.47,12.8,17.0,64,thousands of dollars
Social Security income,13.0,2009,8.790000000000001,12.8,17.2,64,thousands of dollars
Social Security income,14.0,2009,8.9,12.9,17.5,64,thousands of dollars
Social Security income,15.0,2009,8.64,13.0,18.0,64,thousands of dollars
Social Security income,16.0,2009,9.31,13.3,18.6,64,thousands of dollars
Social Security income,17.0,2009,8.84,13.1,19.0,64,thousands of dollars
Social Security income,18.0,2009,9.36,13.700000000000001,19.7,64,thousands of dollars
Social Security income,19.0,2009,9.35,14.200000000000001,19.8,64,thousands of dollars
Social Security income,20.0,2009,9.120000000000001,14.3,18.7,64,thousands of dollars
Social Security income,1.0,2010,4.98,7.73,11.1,65,thousands of dollars
Social Security income,2.0,2010,6.46,9.34,11.700000000000001,65,thousands of dollars
Social Security income,3.0,2010,7.19,10.6,13.6,65,thousands of dollars
Social Security income,4.0,2010,7.61,11.1,14.5,65,thousands of dollars
Social Security income,5.0,2010,7.98,11.8,14.9,65,thousands of dollars
Social Security income,6.0,2010,8.22,12.200000000000001,15.3,65,thousands of dollars
Social Security income,7.0,2010,8.370000000000001,12.5,15.6,65,thousands of dollars
Social Security income,8.0,2010,8.49,12.9,15.9,65,thousands of dollars
Social Security income,9.0,2010,8.68,13.1,16.3,65,thousands of dollars
Social Security income,10.0,2010,8.61,13.4,16.6,65,thousands of dollars
Social Security income,11.0,2010,8.83,13.5,17.0,65,thousands of dollars
Social Security income,12.0,2010,9.07,13.8,17.3,65,thousands of dollars
Social Security income,13.0,2010,9.19,14.0,17.6,65,thousands of dollars
Social Security income,14.0,2010,9.42,14.1,18.0,65,thousands of dollars
Social Security income,15.0,2010,9.11,14.3,18.5,65,thousands of dollars
Social Security income,16.0,2010,9.43,14.4,18.900000000000002,65,thousands of dollars
Social Security income,17.0,2010,9.06,14.0,19.2,65,thousands of dollars
Social Security income,18.0,2010,9.57,14.8,20.1,65,thousands of dollars
Social Security income,19.0,2010,9.99,15.3,20.6,65,thousands of dollars
Social Security income,20.0,2010,9.68,15.200000000000001,19.900000000000002,65,thousands of dollars
Social Security income,1.0,2011,5.09,7.8500000000000005,11.4,66,thousands of dollars
Social Security income,2.0,2011,6.57,9.31,11.700000000000001,66,thousands of dollars
Social Security income,3.0,2011,7.46,10.6,13.5,66,thousands of dollars
Social Security income,4.0,2011,8.06,11.3,14.4,66,thousands of dollars
Social Security income,5.0,2011,8.66,12.1,14.9,66,thousands of dollars
Social Security income,6.0,2011,9.05,12.6,15.3,66,thousands of dollars
Social Security income,7.0,2011,9.32,13.0,15.700000000000001,66,thousands of dollars
Social Security income,8.0,2011,9.49,13.6,16.2,66,thousands of dollars
Social Security income,9.0,2011,9.67,13.8,16.5,66,thousands of dollars
Social Security income,10.0,2011,9.65,14.200000000000001,16.9,66,thousands of dollars
Social Security income,11.0,2011,9.71,14.5,17.2,66,thousands of dollars
Social Security income,12.0,2011,9.67,14.700000000000001,17.8,66,thousands of dollars
Social Security income,13.0,2011,9.83,15.0,18.0,66,thousands of dollars
Social Security income,14.0,2011,9.93,15.4,18.5,66,thousands of dollars
Social Security income,15.0,2011,9.84,15.5,18.8,66,thousands of dollars
Social Security income,16.0,2011,9.92,15.8,19.3,66,thousands of dollars
Social Security income,17.0,2011,9.84,15.700000000000001,19.7,66,thousands of dollars
Social Security income,18.0,2011,10.0,16.0,20.3,66,thousands of dollars
Social Security income,19.0,2011,10.1,15.9,20.7,66,thousands of dollars
Social Security income,20.0,2011,9.84,15.6,20.400000000000002,66,thousands of dollars
Social Security income,1.0,2012,5.46,8.370000000000001,12.0,67,thousands of dollars
Social Security income,2.0,2012,7.09,9.69,12.200000000000001,67,thousands of dollars
Social Security income,3.0,2012,8.13,11.3,14.0,67,thousands of dollars
Social Security income,4.0,2012,9.03,12.1,15.1,67,thousands of dollars
Social Security income,5.0,2012,9.74,12.9,15.700000000000001,67,thousands of dollars
Social Security income,6.0,2012,10.4,13.6,16.2,67,thousands of dollars
Social Security income,7.0,2012,11.0,14.200000000000001,16.8,67,thousands of dollars
Social Security income,8.0,2012,11.4,14.700000000000001,17.2,67,thousands of dollars
Social Security income,9.0,2012,11.700000000000001,15.1,17.7,67,thousands of dollars
Social Security income,10.0,2012,12.0,15.5,18.3,67,thousands of dollars
Social Security income,11.0,2012,12.1,15.9,18.6,67,thousands of dollars
Social Security income,12.0,2012,12.3,16.3,19.2,67,thousands of dollars
Social Security income,13.0,2012,12.5,16.7,19.6,67,thousands of dollars
Social Security income,14.0,2012,12.8,17.1,20.2,67,thousands of dollars
Social Security income,15.0,2012,12.6,17.3,20.5,67,thousands of dollars
Social Security income,16.0,2012,12.8,18.0,21.400000000000002,67,thousands of dollars
Social Security income,17.0,2012,12.8,18.2,21.8,67,thousands of dollars
Social Security income,18.0,2012,13.700000000000001,19.0,22.5,67,thousands of dollars
Social Security income,19.0,2012,14.200000000000001,19.5,23.1,67,thousands of dollars
Social Security income,20.0,2012,14.9,19.5,23.1,67,thousands of dollars
Social Security income,1.0,2013,5.54,8.48,12.1,68,thousands of dollars
Social Security income,2.0,2013,7.25,9.78,12.3,68,thousands of dollars
Social Security income,3.0,2013,8.3,11.4,14.200000000000001,68,thousands of dollars
Social Security income,4.0,2013,9.24,12.3,15.3,68,thousands of dollars
Social Security income,5.0,2013,10.0,13.200000000000001,15.9,68,thousands of dollars
Social Security income,6.0,2013,10.8,13.9,16.5,68,thousands of dollars
Social Security income,7.0,2013,11.4,14.4,17.0,68,thousands of dollars
Social Security income,8.0,2013,12.0,14.9,17.400000000000002,68,thousands of dollars
Social Security income,9.0,2013,12.3,15.5,18.0,68,thousands of dollars
Social Security income,10.0,2013,12.8,15.8,18.5,68,thousands of dollars
Social Security income,11.0,2013,12.8,16.2,19.0,68,thousands of dollars
Social Security income,12.0,2013,13.1,16.7,19.6,68,thousands of dollars
Social Security income,13.0,2013,13.200000000000001,17.1,19.900000000000002,68,thousands of dollars
Social Security income,14.0,2013,13.700000000000001,17.6,20.6,68,thousands of dollars
Social Security income,15.0,2013,13.3,17.900000000000002,20.900000000000002,68,thousands of dollars
Social Security income,16.0,2013,13.700000000000001,18.6,21.8,68,thousands of dollars
Social Security income,17.0,2013,13.700000000000001,18.900000000000002,22.3,68,thousands of dollars
Social Security income,18.0,2013,14.4,19.7,23.1,68,thousands of dollars
Social Security income,19.0,2013,15.0,20.3,23.6,68,thousands of dollars
Social Security income,20.0,2013,15.6,20.6,23.8,68,thousands of dollars
Social Security income,1.0,2014,5.6000000000000005,8.58,12.3,69,thousands of dollars
Social Security income,2.0,2014,7.2700000000000005,9.85,12.5,69,thousands of dollars
Social Security income,3.0,2014,8.47,11.6,14.3,69,thousands of dollars
Social Security income,4.0,2014,9.370000000000001,12.4,15.4,69,thousands of dollars
Social Security income,5.0,2014,10.3,13.4,16.1,69,thousands of dollars
Social Security income,6.0,2014,11.0,14.0,16.8,69,thousands of dollars
Social Security income,7.0,2014,11.700000000000001,14.6,17.2,69,thousands of dollars
Social Security income,8.0,2014,12.3,15.1,17.6,69,thousands of dollars
Social Security income,9.0,2014,12.6,15.6,18.2,69,thousands of dollars
Social Security income,10.0,2014,13.1,16.1,18.8,69,thousands of dollars
Social Security income,11.0,2014,13.200000000000001,16.5,19.2,69,thousands of dollars
Social Security income,12.0,2014,13.700000000000001,17.0,19.900000000000002,69,thousands of dollars
Social Security income,13.0,2014,13.9,17.400000000000002,20.2,69,thousands of dollars
Social Security income,14.0,2014,14.3,18.0,20.900000000000002,69,thousands of dollars
Social Security income,15.0,2014,13.9,18.2,21.2,69,thousands of dollars
Social Security income,16.0,2014,14.4,18.900000000000002,22.2,69,thousands of dollars
Social Security income,17.0,2014,14.3,19.3,22.7,69,thousands of dollars
Social Security income,18.0,2014,14.9,20.1,23.5,69,thousands of dollars
Social Security income,19.0,2014,15.5,20.7,24.1,69,thousands of dollars
Social Security income,20.0,2014,15.9,21.0,24.3,69,thousands of dollars
Social Security income,1.0,2015,5.67,8.72,12.5,70,thousands of dollars
Social Security income,2.0,2015,7.46,10.0,12.700000000000001,70,thousands of dollars
Social Security income,3.0,2015,8.620000000000001,11.8,14.5,70,thousands of dollars
Social Security income,4.0,2015,9.61,12.700000000000001,15.700000000000001,70,thousands of dollars
Social Security income,5.0,2015,10.6,13.700000000000001,16.4,70,thousands of dollars
Social Security income,6.0,2015,11.3,14.3,17.1,70,thousands of dollars
Social Security income,7.0,2015,12.1,14.9,17.6,70,thousands of dollars
Social Security income,8.0,2015,12.700000000000001,15.5,18.1,70,thousands of dollars
Social Security income,9.0,2015,13.1,16.0,18.7,70,thousands of dollars
Social Security income,10.0,2015,13.700000000000001,16.6,19.2,70,thousands of dollars
Social Security income,11.0,2015,13.9,17.0,19.7,70,thousands of dollars
Social Security income,12.0,2015,14.3,17.5,20.400000000000002,70,thousands of dollars
Social Security income,13.0,2015,14.5,17.900000000000002,20.8,70,thousands of dollars
Social Security income,14.0,2015,15.1,18.5,21.5,70,thousands of dollars
Social Security income,15.0,2015,14.8,18.8,21.8,70,thousands of dollars
Social Security income,16.0,2015,15.3,19.6,22.900000000000002,70,thousands of dollars
Social Security income,17.0,2015,15.1,19.900000000000002,23.400000000000002,70,thousands of dollars
Social Security income,18.0,2015,15.8,20.8,24.400000000000002,70,thousands of dollars
Social Security income,19.0,2015,16.3,21.400000000000002,25.1,70,thousands of dollars
Social Security income,20.0,2015,16.5,21.8,25.400000000000002,70,thousands of dollars
Social Security income,1.0,2016,5.7,8.75,12.6,71,thousands of dollars
Social Security income,2.0,2016,7.46,9.99,12.700000000000001,71,thousands of dollars
Social Security income,3.0,2016,8.72,11.8,14.5,71,thousands of dollars
Social Security income,4.0,2016,9.56,12.6,15.700000000000001,71,thousands of dollars
Social Security income,5.0,2016,10.6,13.700000000000001,16.5,71,thousands of dollars
Social Security income,6.0,2016,11.4,14.3,17.1,71,thousands of dollars
Social Security income,7.0,2016,12.1,14.9,17.7,71,thousands of dollars
Social Security income,8.0,2016,12.8,15.4,18.1,71,thousands of dollars
Social Security income,9.0,2016,13.1,16.0,18.6,71,thousands of dollars
Social Security income,10.0,2016,13.8,16.5,19.2,71,thousands of dollars
Social Security income,11.0,2016,14.1,17.0,19.8,71,thousands of dollars
Social Security income,12.0,2016,14.5,17.6,20.5,71,thousands of dollars
Social Security income,13.0,2016,14.9,18.0,20.900000000000002,71,thousands of dollars
Social Security income,14.0,2016,15.4,18.6,21.6,71,thousands of dollars
Social Security income,15.0,2016,15.3,18.900000000000002,21.900000000000002,71,thousands of dollars
Social Security income,16.0,2016,15.700000000000001,19.7,23.1,71,thousands of dollars
Social Security income,17.0,2016,15.8,20.0,23.6,71,thousands of dollars
Social Security income,18.0,2016,16.5,21.1,25.0,71,thousands of dollars
Social Security income,19.0,2016,17.0,21.7,25.8,71,thousands of dollars
Social Security income,20.0,2016,17.6,22.5,27.0,71,thousands of dollars
Social Security income,1.0,2017,5.67,8.69,12.4,72,thousands of dollars
Social Security income,2.0,2017,7.36,9.86,12.6,72,thousands of dollars
Social Security income,3.0,2017,8.620000000000001,11.6,14.3,72,thousands of dollars
Social Security income,4.0,2017,9.46,12.5,15.6,72,thousands of dollars
Social Security income,5.0,2017,10.5,13.5,16.3,72,thousands of dollars
Social Security income,6.0,2017,11.200000000000001,14.1,16.9,72,thousands of dollars
Social Security income,7.0,2017,12.0,14.8,17.5,72,thousands of dollars
Social Security income,8.0,2017,12.6,15.3,17.900000000000002,72,thousands of dollars
Social Security income,9.0,2017,13.1,15.8,18.400000000000002,72,thousands of dollars
Social Security income,10.0,2017,13.700000000000001,16.4,18.900000000000002,72,thousands of dollars
Social Security income,11.0,2017,14.0,16.8,19.5,72,thousands of dollars
Social Security income,12.0,2017,14.4,17.400000000000002,20.2,72,thousands of dollars
Social Security income,13.0,2017,14.8,17.8,20.7,72,thousands of dollars
Social Security income,14.0,2017,15.3,18.400000000000002,21.400000000000002,72,thousands of dollars
Social Security income,15.0,2017,15.3,18.7,21.7,72,thousands of dollars
Social Security income,16.0,2017,15.8,19.5,22.900000000000002,72,thousands of dollars
Social Security income,17.0,2017,15.9,19.900000000000002,23.400000000000002,72,thousands of dollars
Social Security income,18.0,2017,16.5,20.900000000000002,24.8,72,thousands of dollars
Social Security income,19.0,2017,17.0,21.6,25.7,72,thousands of dollars
Social Security income,20.0,2017,17.8,22.400000000000002,27.1,72,thousands of dollars
Retirement income,1.0,2000,0.77,2.54,6.74,55,thousands of dollars
Retirement income,2.0,2000,1.01,3.2,8.18,55,thousands of dollars
Retirement income,3.0,2000,1.18,3.81,10.8,55,thousands of dollars
Retirement income,4.0,2000,1.97,5.87,12.4,55,thousands of dollars
Retirement income,5.0,2000,2.56,8.1,15.200000000000001,55,thousands of dollars
Retirement income,6.0,2000,2.48,8.59,16.1,55,thousands of dollars
Retirement income,7.0,2000,2.93,9.08,17.2,55,thousands of dollars
Retirement income,8.0,2000,2.92,9.52,18.1,55,thousands of dollars
Retirement income,9.0,2000,2.69,10.200000000000001,19.5,55,thousands of dollars
Retirement income,10.0,2000,3.18,11.0,20.7,55,thousands of dollars
Retirement income,11.0,2000,3.36,11.1,21.1,55,thousands of dollars
Retirement income,12.0,2000,3.77,11.700000000000001,22.8,55,thousands of dollars
Retirement income,13.0,2000,3.7600000000000002,12.1,23.7,55,thousands of dollars
Retirement income,14.0,2000,3.95,11.700000000000001,23.900000000000002,55,thousands of dollars
Retirement income,15.0,2000,4.55,14.4,27.400000000000002,55,thousands of dollars
Retirement income,16.0,2000,4.45,14.1,27.0,55,thousands of dollars
Retirement income,17.0,2000,4.41,14.4,28.6,55,thousands of dollars
Retirement income,18.0,2000,5.17,17.1,33.1,55,thousands of dollars
Retirement income,19.0,2000,4.49,18.5,37.4,55,thousands of dollars
Retirement income,20.0,2000,3.39,16.6,39.7,55,thousands of dollars
Retirement income,1.0,2001,0.89,2.35,5.84,56,thousands of dollars
Retirement income,2.0,2001,0.89,3.17,7.51,56,thousands of dollars
Retirement income,3.0,2001,1.51,4.08,10.4,56,thousands of dollars
Retirement income,4.0,2001,2.23,6.24,12.8,56,thousands of dollars
Retirement income,5.0,2001,2.43,7.63,15.1,56,thousands of dollars
Retirement income,6.0,2001,2.48,8.43,16.1,56,thousands of dollars
Retirement income,7.0,2001,3.0700000000000003,9.09,16.5,56,thousands of dollars
Retirement income,8.0,2001,3.18,10.200000000000001,19.0,56,thousands of dollars
Retirement income,9.0,2001,3.04,10.700000000000001,19.3,56,thousands of dollars
Retirement income,10.0,2001,3.7600000000000002,11.5,21.3,56,thousands of dollars
Retirement income,11.0,2001,3.65,12.1,22.5,56,thousands of dollars
Retirement income,12.0,2001,4.15,12.700000000000001,23.900000000000002,56,thousands of dollars
Retirement income,13.0,2001,4.45,13.8,25.8,56,thousands of dollars
Retirement income,14.0,2001,5.2700000000000005,14.200000000000001,26.1,56,thousands of dollars
Retirement income,15.0,2001,6.0600000000000005,16.1,28.900000000000002,56,thousands of dollars
Retirement income,16.0,2001,5.7,16.6,30.5,56,thousands of dollars
Retirement income,17.0,2001,5.65,17.2,32.8,56,thousands of dollars
Retirement income,18.0,2001,6.3500000000000005,18.8,37.6,56,thousands of dollars
Retirement income,19.0,2001,6.28,21.0,42.2,56,thousands of dollars
Retirement income,20.0,2001,4.69,19.8,44.5,56,thousands of dollars
Retirement income,1.0,2002,0.64,2.17,5.34,57,thousands of dollars
Retirement income,2.0,2002,1.1,3.19,7.75,57,thousands of dollars
Retirement income,3.0,2002,1.48,3.77,9.86,57,thousands of dollars
Retirement income,4.0,2002,2.04,5.58,12.1,57,thousands of dollars
Retirement income,5.0,2002,2.5100000000000002,7.5,14.5,57,thousands of dollars
Retirement income,6.0,2002,2.54,7.82,15.3,57,thousands of dollars
Retirement income,7.0,2002,2.86,8.85,16.6,57,thousands of dollars
Retirement income,8.0,2002,3.48,10.4,18.8,57,thousands of dollars
Retirement income,9.0,2002,3.7600000000000002,11.1,20.0,57,thousands of dollars
Retirement income,10.0,2002,4.18,12.0,21.7,57,thousands of dollars
Retirement income,11.0,2002,4.48,13.4,23.5,57,thousands of dollars
Retirement income,12.0,2002,5.07,13.9,25.1,57,thousands of dollars
Retirement income,13.0,2002,5.65,15.5,27.900000000000002,57,thousands of dollars
Retirement income,14.0,2002,6.28,16.2,29.6,57,thousands of dollars
Retirement income,15.0,2002,7.2700000000000005,18.1,31.900000000000002,57,thousands of dollars
Retirement income,16.0,2002,7.29,19.1,33.6,57,thousands of dollars
Retirement income,17.0,2002,6.890000000000001,20.2,36.0,57,thousands of dollars
Retirement income,18.0,2002,7.99,21.8,41.4,57,thousands of dollars
Retirement income,19.0,2002,7.2,23.0,44.7,57,thousands of dollars
Retirement income,20.0,2002,5.51,22.8,54.1,57,thousands of dollars
Retirement income,1.0,2003,0.74,2.21,5.97,58,thousands of dollars
Retirement income,2.0,2003,0.9,3.04,8.03,58,thousands of dollars
Retirement income,3.0,2003,1.41,3.59,9.120000000000001,58,thousands of dollars
Retirement income,4.0,2003,2.0,5.13,11.3,58,thousands of dollars
Retirement income,5.0,2003,2.59,7.44,14.0,58,thousands of dollars
Retirement income,6.0,2003,2.46,7.25,14.9,58,thousands of dollars
Retirement income,7.0,2003,3.04,8.71,16.0,58,thousands of dollars
Retirement income,8.0,2003,3.5100000000000002,10.4,19.2,58,thousands of dollars
Retirement income,9.0,2003,4.17,11.4,19.900000000000002,58,thousands of dollars
Retirement income,10.0,2003,4.09,12.3,21.7,58,thousands of dollars
Retirement income,11.0,2003,5.0,13.700000000000001,23.6,58,thousands of dollars
Retirement income,12.0,2003,5.4,14.6,24.900000000000002,58,thousands of dollars
Retirement income,13.0,2003,6.01,16.1,27.8,58,thousands of dollars
Retirement income,14.0,2003,7.17,17.0,30.2,58,thousands of dollars
Retirement income,15.0,2003,8.07,18.8,32.9,58,thousands of dollars
Retirement income,16.0,2003,8.08,20.3,35.4,58,thousands of dollars
Retirement income,17.0,2003,8.89,21.8,38.300000000000004,58,thousands of dollars
Retirement income,18.0,2003,10.200000000000001,23.8,43.1,58,thousands of dollars
Retirement income,19.0,2003,7.82,24.1,46.6,58,thousands of dollars
Retirement income,20.0,2003,6.84,23.900000000000002,52.6,58,thousands of dollars
Retirement income,1.0,2004,1.18,2.67,6.16,59,thousands of dollars
Retirement income,2.0,2004,0.98,3.2,8.36,59,thousands of dollars
Retirement income,3.0,2004,1.48,3.74,9.370000000000001,59,thousands of dollars
Retirement income,4.0,2004,1.9100000000000001,5.17,11.0,59,thousands of dollars
Retirement income,5.0,2004,2.22,6.83,13.200000000000001,59,thousands of dollars
Retirement income,6.0,2004,2.7600000000000002,7.72,15.0,59,thousands of dollars
Retirement income,7.0,2004,3.13,8.790000000000001,15.9,59,thousands of dollars
Retirement income,8.0,2004,3.79,10.5,18.400000000000002,59,thousands of dollars
Retirement income,9.0,2004,4.09,11.200000000000001,19.900000000000002,59,thousands of dollars
Retirement income,10.0,2004,4.8,12.5,22.0,59,thousands of dollars
Retirement income,11.0,2004,5.43,13.9,23.6,59,thousands of dollars
Retirement income,12.0,2004,5.92,15.0,25.8,59,thousands of dollars
Retirement income,13.0,2004,7.04,16.9,29.0,59,thousands of dollars
Retirement income,14.0,2004,7.51,18.0,31.0,59,thousands of dollars
Retirement income,15.0,2004,8.91,19.7,33.8,59,thousands of dollars
Retirement income,16.0,2004,8.83,21.2,36.300000000000004,59,thousands of dollars
Retirement income,17.0,2004,9.64,23.2,39.4,59,thousands of dollars
Retirement income,18.0,2004,11.0,26.1,46.4,59,thousands of dollars
Retirement income,19.0,2004,10.1,27.0,49.9,59,thousands of dollars
Retirement income,20.0,2004,6.92,23.900000000000002,52.9,59,thousands of dollars
Retirement income,1.0,2005,1.42,3.3000000000000003,8.92,60,thousands of dollars
Retirement income,2.0,2005,1.29,3.7800000000000002,9.24,60,thousands of dollars
Retirement income,3.0,2005,1.48,3.99,10.0,60,thousands of dollars
